intercept,final_unit_price,user_level,age,marital_status,education,city_level,purchase_power,gender
1.6603393055614628,-0.13149914923321918,0.02279075284246967,0.0002892928206583026,-0.017657780168633095,-0.020823712553711474,-0.023649460538455513,0.009277498567668442,-0.009258885886302248
