"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,1,1,1,1,1,0.05,2026.04444820801,469.351858070001,1556.69259013799,3565.09833484443,1649.40874062392,1915.68959422051,5591.14278305244,2118.76059869393,3472.3821843585
"2",1,1,1,1,1,1,0.1,2029.24652654524,471.407634858621,1557.83889168661,3580.42385159819,1664.73425737765,1915.68959422053,5609.67037814343,2136.14189223628,3473.52848590714
"3",1,1,1,1,1,1,0.15,2032.26446747157,472.734200047567,1559.530267424,3590.00229956939,1674.3127053488,1915.68959422059,5622.26676704097,2147.04690539637,3475.21986164459
"4",1,1,1,1,1,1,0.2,2035.14118608881,474.552748220006,1560.58843786879,3599.58074754037,1683.89115331988,1915.6895942205,5634.72193362918,2158.44390153988,3476.27803208929
"5",1,1,1,1,1,1,0.25,2037.86319742478,476.164042932197,1561.69915449258,3611.07488510571,1695.38529088521,1915.6895942205,5648.93808253049,2171.54933381741,3477.38874871308
"6",1,1,1,1,1,1,0.3,2040.41073550691,477.670775440071,1562.73996006684,3618.73764348264,1703.0480492621,1915.68959422054,5659.14837898955,2180.71882470217,3478.42955428738
"7",1,1,1,1,1,1,0.35,2042.82681087714,479.092994639893,1563.73381623725,3632.14747064215,1716.45787642163,1915.68959422052,5674.97428151929,2195.55087106152,3479.42341045777
"8",1,1,1,1,1,1,0.4,2045.08314133125,480.457127201578,1564.62601412967,3647.47298739594,1731.78339317542,1915.68959422052,5692.55612872719,2212.240520377,3480.31560835019
"9",1,1,1,1,1,1,0.45,2047.18538765849,481.256769168538,1565.92861848995,3653.22005617844,1737.53046195806,1915.68959422038,5700.40544383693,2218.7872311266,3481.61821271033
"10",1,1,1,1,1,1,0.5,2049.1144732533,482.547810925567,1566.56666232773,3658.96712496133,1743.27753074074,1915.68959422059,5708.08159821463,2225.82534166631,3482.25625654832
"11",1,1,1,1,1,1,0.55,2050.9499044274,483.425071470576,1567.52483295683,3664.71419374376,1749.0245995234,1915.68959422036,5715.66409817116,2232.44967099398,3483.21442717719
"12",1,1,1,1,1,1,0.6,2052.72999277691,484.495237650994,1568.23475512592,3672.37695212033,1756.68735790028,1915.68959422004,5725.10694489724,2241.18259555128,3483.92434934596
"13",1,1,1,1,1,1,0.65,2054.4077419737,485.360108613686,1569.04763336002,3681.95540009124,1766.26580587137,1915.68959421987,5736.36314206493,2251.62591448506,3484.73722757988
"14",1,1,1,1,1,1,0.7,2056.00179478055,486.31711422251,1569.68468055805,3683.8710896862,1768.18149546561,1915.68959422059,5739.87288446675,2254.49860968812,3485.37427477864
"15",1,1,1,1,1,1,0.75,2057.53372532337,487.300490086131,1570.23323523724,3691.53384806297,1775.84425384249,1915.68959422049,5749.06757338634,2263.14474392862,3485.92282945773
"16",1,1,1,1,1,1,0.8,2058.99430273861,488.18033287412,1570.8139698645,3697.28091684574,1781.59132262515,1915.68959422059,5756.27521958435,2269.77165549927,3486.50356408509
"17",1,1,1,1,1,1,0.85,2060.40493322014,488.969094781377,1571.43583843877,3706.85936481684,1791.16977059625,1915.68959422059,5767.26429803699,2280.13886537763,3487.12543265937
"18",1,1,1,1,1,1,0.9,2061.74914446545,489.665592569016,1572.08355189644,3712.6064335995,1796.91683937891,1915.68959422059,5774.35557806495,2286.58243194793,3487.77314611703
"19",1,1,1,1,1,1,0.95,2063.03866570134,490.389874447959,1572.64879125339,3716.43781278795,1800.74821856736,1915.68959422059,5779.47647848929,2291.13809301532,3488.33838547398
"20",1,1,1,1,1,1,1,2064.27228900053,490.937624613522,1573.33466438701,3722.18488157061,1806.49528735002,1915.68959422059,5786.45717057114,2297.43291196354,3489.0242586076
