"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,1,2,1,1,1,0.05,2484.98256750001,381.588483169591,2103.39408433039,4732.28519025352,1821.90069440264,2910.38449585087,7217.26775775353,2203.48917757223,5013.77858018126
"2",1,1,2,1,1,1,0.1,2494.46510042195,386.854742703283,2107.61035771865,4761.38903521202,1851.00453936115,2910.38449585087,7255.85413563397,2237.85928206443,5017.99485356952
"3",1,1,2,1,1,1,0.15,2503.72294767225,391.514707678846,2112.20823999339,4793.40326466636,1883.01876881548,2910.38449585087,7297.12621233861,2274.53347649433,5022.59273584426
"4",1,1,2,1,1,1,0.2,2512.79978411774,395.859097291615,2116.94068682613,4816.68634063237,1906.30184478212,2910.38449585025,7329.48612475011,2302.16094207374,5027.32518267638
"5",1,1,2,1,1,1,0.25,2521.65791867447,399.701252197697,2121.95666647677,4834.1486476079,1923.76415175733,2910.38449585057,7355.80656628236,2323.46540395502,5032.34116232734
"6",1,1,2,1,1,1,0.3,2530.28148416384,403.787658616988,2126.49382554686,4860.3421080709,1949.95761222006,2910.38449585083,7390.62359223474,2353.74527083705,5036.87832139769
"7",1,1,2,1,1,1,0.35,2538.63118176145,407.180919978454,2131.450261783,4877.80441504589,1967.41991919516,2910.38449585073,7416.43559680734,2374.60083917361,5041.83475763373
"8",1,1,2,1,1,1,0.4,2546.72529572743,410.165162568329,2136.5601331591,4892.35633752493,1981.9718416744,2910.38449585053,7439.08163325236,2392.13700424273,5046.94462900962
"9",1,1,2,1,1,1,0.45,2554.60819164259,412.638431086201,2141.96976055639,4903.99787550863,1993.61337965783,2910.3844958508,7458.60606715122,2406.25181074403,5052.35425640719
"10",1,1,2,1,1,1,0.5,2562.29026095158,415.538945192474,2146.7513157591,4921.46018248348,2011.07568663294,2910.38449585054,7483.75044343506,2426.61463182542,5057.13581160965
"11",1,1,2,1,1,1,0.55,2569.81787380482,419.432754111741,2150.38511969308,4947.65364294625,2037.2691470956,2910.38449585065,7517.47151675107,2456.70190120734,5060.76961554374
"12",1,1,2,1,1,1,0.6,2577.14615858488,421.847843862034,2155.29831472286,4965.11594991731,2054.73145407077,2910.38449584654,7542.26210850219,2476.5792979328,5065.6828105694
"13",1,1,2,1,1,1,0.65,2584.28308192794,425.571287416876,2158.71179451107,4991.30941037981,2080.92491453361,2910.3844958462,7575.59249230775,2506.49620195049,5069.09629035728
"14",1,1,2,1,1,1,0.7,2591.22767440536,427.442047659437,2163.78562674594,5002.95094836701,2092.5664525169,2910.38449585011,7594.17862277237,2520.00850017634,5074.17012259604
"15",1,1,2,1,1,1,0.75,2597.97526732702,430.779160180336,2167.1961071467,5034.96517782065,2124.58068197137,2910.38449584928,7632.94044514767,2555.3598421517,5077.58060299598
"16",1,1,2,1,1,1,0.8,2604.53973309727,433.308173400031,2171.23155969725,5049.51710029751,2139.13260445004,2910.38449584746,7654.05683339477,2572.44077785007,5081.61605554471
"17",1,1,2,1,1,1,0.85,2610.89102900403,436.284215146979,2174.60681385707,5069.88979177222,2159.50529592135,2910.38449585087,7680.78082077625,2595.78951106833,5084.99130970795
"18",1,1,2,1,1,1,0.9,2617.02601397423,439.320284738096,2177.70572923615,5093.17286773903,2182.78837188816,2910.38449585087,7710.19888171326,2622.10865662625,5088.09022508703
"19",1,1,2,1,1,1,0.95,2622.99591554674,441.812809758966,2181.18310578779,5116.45594370584,2206.07144785496,2910.38449585087,7739.45185925258,2647.88425761393,5091.56760163867
"20",1,1,2,1,1,1,1,2628.74673303555,445.589400930711,2183.15733210485,5142.64940416579,2232.26490831761,2910.38449584818,7771.39613720134,2677.85430924832,5093.54182795304
