"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,2,2,1,1,1,0.05,3098.44674916476,618.817395700359,2479.62935346438,6560.73013044567,2724.04584363512,3836.68428681055,9659.17687961043,3342.86323933548,6316.31364027493
"2",1,2,2,1,1,1,0.1,3109.89347754454,627.071803165544,2482.82167437897,6606.77034188836,2770.08605507739,3836.68428681098,9716.6638194329,3397.15785824293,6319.50596118995
"3",1,2,2,1,1,1,0.15,3120.91123789961,635.373475084071,2485.53776281552,6652.81055333006,2816.1262665192,3836.68428681087,9773.72179122967,3451.49974160327,6322.22204962639
"4",1,2,2,1,1,1,0.2,3131.51583347211,642.666827034656,2488.84900643744,6679.66734333017,2842.98305652032,3836.68428680986,9811.18317680229,3485.64988355497,6325.53329324729
"5",1,2,2,1,1,1,0.25,3141.76203377658,650.888587921852,2490.87344585471,6729.54423906545,2892.85995225552,3836.68428680993,9871.30627284203,3543.74854017737,6327.55773266464
"6",1,2,2,1,1,1,0.3,3151.62075286356,657.114369496726,2494.50638336681,6767.91108193443,2931.22679512353,3836.6842868109,9919.53183479799,3588.34116462025,6331.19067017771
"7",1,2,2,1,1,1,0.35,3161.12110558895,664.467502672993,2496.65360291593,6817.78797766283,2981.10369085211,3836.68428681072,9978.90908325177,3645.5711935251,6333.33788972665
"8",1,2,2,1,1,1,0.4,3170.26265327635,671.210112244094,2499.05254103224,6852.31813624427,3015.63384943337,3836.6842868109,10022.5807895206,3686.84396167746,6335.73682784314
"9",1,2,2,1,1,1,0.45,3179.02107155989,676.952502743646,2502.06856881624,6886.84829482543,3050.16400801462,3836.68428681081,10065.8693663853,3727.11651075826,6338.75285562705
"10",1,2,2,1,1,1,0.5,3187.3766645368,682.70059621632,2504.67606832046,6925.21513769367,3088.53085088277,3836.6842868109,10112.5918022305,3771.23144709909,6341.36035513136
"11",1,2,2,1,1,1,0.55,3195.26648326526,687.291388514306,2507.97509475096,6952.07192770136,3115.38764089046,3836.6842868109,10147.3384109666,3802.67902940476,6344.65938156186
"12",1,2,2,1,1,1,0.6,3202.68979976364,693.0264373064,2509.66336245724,7001.94882342946,3165.26453661874,3836.68428681072,10204.6386231931,3858.29097392514,6346.34764926796
"13",1,2,2,1,1,1,0.65,3209.72349860977,698.399315767744,2511.32418284202,7059.49908773206,3222.81480092116,3836.6842868109,10269.2225863418,3921.2141166889,6348.00846965292
"14",1,2,2,1,1,1,0.7,3216.28231756402,702.936100294164,2513.34621726984,7097.86593060017,3261.18164378927,3836.6842868109,10314.1482481642,3964.11774408343,6350.03050408075
"15",1,2,2,1,1,1,0.75,3222.42689374785,706.531633229544,2515.89526051831,7124.72272060784,3288.03843379694,3836.6842868109,10347.1496143557,3994.57006702648,6352.57954732921
"16",1,2,2,1,1,1,0.8,3228.2597044904,710.595284832882,2517.66441965752,7166.92624776277,3330.24196095187,3836.6842868109,10395.1859522532,4040.83724578475,6354.34870646842
"17",1,2,2,1,1,1,0.85,3233.74639548926,713.669916752574,2520.07647873668,7189.94635348363,3353.26206667273,3836.6842868109,10423.6927489729,4066.9319834253,6356.76076554758
"18",1,2,2,1,1,1,0.9,3238.85429085211,716.628695492808,2522.22559535929,7224.47651206493,3387.79222525403,3836.6842868109,10463.330802917,4104.42092074683,6358.90988217019
"19",1,2,2,1,1,1,0.95,3243.57323010424,719.581370762914,2523.99185934133,7251.33330207252,3414.64901526167,3836.68428681085,10494.9065321768,4134.23038602458,6360.67614615218
"20",1,2,2,1,1,1,1,3247.92645158332,722.474263979254,2525.45218760406,7289.70014494071,3453.01585812981,3836.6842868109,10537.626596524,4175.49012210907,6362.13647441496
