"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,1,2,1,2,2,0.05,3919.91986004215,508.252860109316,3411.6669999328,4583.85558096241,1673.47108511255,2910.38449584987,8503.77544100456,2181.72394522186,6322.05149578266
"2",1,1,2,1,2,2,0.1,3933.39967009106,516.635255792469,3416.76441429854,4607.1386569318,1696.75416108104,2910.38449585077,8540.53832702286,2213.38941687351,6327.14891014931
"3",1,1,2,1,2,2,0.15,3946.63320043572,524.008920930995,3422.62427950468,4642.06327088204,1731.67877503124,2910.3844958508,8588.69647131776,2255.68769596224,6333.00877535547
"4",1,1,2,1,2,2,0.2,3959.50732337771,531.589295689846,3427.91802768783,4676.98788483199,1766.60338898143,2910.38449585056,8636.4952082097,2298.19268467128,6338.30252353839
"5",1,1,2,1,2,2,0.25,3972.08649146449,538.826760650192,3433.25973081427,4711.91249878257,1801.52800293169,2910.38449585087,8683.99899024706,2340.35476358188,6343.64422666514
"6",1,1,2,1,2,2,0.3,3984.42525098621,544.740203887246,3439.68504709894,4735.19557474192,1824.81107889527,2910.38449584664,8719.62082572813,2369.55128278252,6350.06954294558
"7",1,1,2,1,2,2,0.35,3996.4828202149,550.83526049985,3445.64755971504,4761.38903520715,1851.00453936033,2910.38449584682,8757.87185542206,2401.83979986018,6356.03205556186
"8",1,1,2,1,2,2,0.4,4008.2921320227,556.741837282819,3451.55029473986,4784.67211117846,1874.287615328,2910.38449585047,8792.96424320116,2431.02945261082,6361.93479059033
"9",1,1,2,1,2,2,0.45,4019.84655889155,562.622450206847,3457.22410868468,4810.86557164114,1900.48107579061,2910.38449585053,8830.7121305327,2463.10352599746,6367.60860453521
"10",1,1,2,1,2,2,0.5,4031.07579790535,567.727041693571,3463.34875621176,4834.14864760811,1923.76415175741,2910.3844958507,8865.22444551346,2491.49119345098,6373.73325206246
"11",1,1,2,1,2,2,0.55,4041.97664806548,572.066010416279,3469.91063764919,4854.52133907922,1944.13684322838,2910.38449585084,8896.4979871447,2516.20285364466,6380.29513350003
"12",1,1,2,1,2,2,0.6,4052.59208693977,576.761959034697,3475.83012790505,4869.07326155777,1958.6887657075,2910.38449585027,8921.66534849754,2535.4507247422,6386.21462375532
"13",1,1,2,1,2,2,0.65,4062.89433001432,581.357664910883,3481.53666510342,4883.62518403735,1973.24068818687,2910.38449585048,8946.51951405167,2554.59835309775,6391.9211609539
"14",1,1,2,1,2,2,0.7,4072.8381017204,585.478524059404,3487.35957766097,4898.17710651677,1987.79261066611,2910.38449585066,8971.01520823717,2573.27113472552,6397.74407351164
"15",1,1,2,1,2,2,0.75,4082.40905114117,589.228359630294,3493.18069151085,4921.46018248368,2011.07568663296,2910.38449585073,9003.86923362485,2600.30404626325,6403.56518736158
"16",1,1,2,1,2,2,0.8,4091.64052262072,595.486650795455,3496.15387182523,4950.56402744234,2040.17953159146,2910.38449585087,9042.20455006306,2635.66618238692,6406.53836767611
"17",1,1,2,1,2,2,0.85,4100.58567315957,601.17328107856,3499.41239208097,4973.84710340915,2063.46260755827,2910.38449585087,9074.43277656872,2664.63588863683,6409.79688793185
"18",1,1,2,1,2,2,0.9,4109.17109825041,606.852000384166,3502.31909786621,5000.0405638718,2089.65606802093,2910.38449585087,9109.21166212222,2696.50806840509,6412.70359371708
"19",1,1,2,1,2,2,0.95,4117.39755690388,612.295099764479,3505.10245713936,5026.23402433446,2115.84952848359,2910.38449585087,9143.63158123834,2728.14462824806,6415.48695299023
"20",1,1,2,1,2,2,1,4125.36262075525,617.23453366381,3508.1280870914,5046.60671580542,2136.22221995454,2910.38449585087,9171.96933656067,2753.45675361835,6418.51258294228
