"","c1","c2","c3","a1","a2","a3","pmin","pmax","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff"
"1",2,0.6,0,2,1,0,0.6,1.7,0.05,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411000000000001,0.399000000000001,0.086,0,0,0,0,0,0,0.0859999999999999,0.420999999999999,0.405,0.088,0,0,0,0,0,0,0.0180000000000001,0.00999999999999795,0.00599999999999923,0.00200000000000002,0,0,0,0.0359999999999973
"2",2,0.6,0,2,1,0,0.6,1.7,0.1,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.088,0,0,0,0,0,0,0.018,0.0099999999999999,0.00600000000000012,0.00200000000000002,0,0,0,0.036
"3",2,0.6,0,2,1,0,0.6,1.7,0.15,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.410999999999997,0.399000000000002,0.0859999999999999,0,0,0,0,0,0,0.0860000000000024,0.420999999999998,0.405,0.0880000000000001,0,0,0,0,0,0,0.0179999999999977,0.0100000000000013,0.00599999999999745,0.00200000000000013,0,0,0,0.0359999999999965
"4",2,0.6,0,2,1,0,0.6,1.7,0.2,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.088,0,0,0,0,0,0,0.0180000000000002,0.0100000000000003,0.00600000000000017,0.002,0,0,0,0.0360000000000006
"5",2,0.6,0,2,1,0,0.6,1.7,0.25,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.410999999999999,0.399,0.086,0,0,0,0,0,0,0.086,0.421000000000001,0.405,0.088,0,0,0,0,0,0,0.0180000000000001,0.0100000000000016,0.00599999999999995,0.00200000000000002,0,0,0,0.0360000000000016
"6",2,0.6,0,2,1,0,0.6,1.7,0.3,2888.93099930382,1440.99002195176,1447.94097735205,702.66822571527,365.773644134694,336.894581580576,3591.59922501909,1806.76366608646,1784.83555893263,0,0,0,0.104,0.411000000000002,0.399000000000001,0.086,0,0,0,0,0,0,0.086,0.421,0.405000000000002,0.0880000000000001,0,0,0,0,0,0,0.0180000000000001,0.00999999999999795,0.00600000000000073,0.00200000000000014,0,0,0,0.035999999999999
"7",2,0.6,0,2,1,0,0.6,1.7,0.35,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.410999999999999,0.399,0.086,0,0,0,0,0,0,0.0859999999999999,0.421000000000001,0.405,0.088,0,0,0,0,0,0,0.0180000000000002,0.010000000000002,0.00599999999999939,0.00200000000000002,0,0,0,0.0360000000000015
"8",2,0.6,0,2,1,0,0.6,1.7,0.4,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.0880000000000001,0,0,0,0,0,0,0.018,0.01,0.00599999999999939,0.00200000000000011,0,0,0,0.0359999999999995
"9",2,0.6,0,2,1,0,0.6,1.7,0.45,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.088,0,0,0,0,0,0,0.0180000000000001,0.01,0.00599999999999995,0.00200000000000003,0,0,0,0.0360000000000001
"10",2,0.6,0,2,1,0,0.6,1.7,0.5,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.103999999999999,0.411000000000003,0.399000000000001,0.086,0,0,0,0,0,0,0.0859999999999997,0.420999999999999,0.404999999999999,0.0879999999999995,0,0,0,0,0,0,0.0179999999999995,0.00999999999999596,0.00599999999999856,0.00199999999999949,0,0,0,0.0359999999999935
