"","c1","c2","c3","a1","a2","a3","pmin","pmax","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff"
"11",2,0.6,0,2,1,0,0.6,1.7,0.55,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715265,365.773644134689,336.894581580576,3591.59922501907,1806.76366608645,1784.83555893263,0,0,0,0.104000000000001,0.410999999999999,0.399,0.086,0,0,0,0,0,0,0.0859999999999999,0.420999999999998,0.405,0.088,0,0,0,0,0,0,0.0180000000000014,0.0099999999999994,0.00599999999999989,0.00200000000000002,0,0,0,0.0360000000000007
"12",2,0.6,0,2,1,0,0.6,1.7,0.6,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411000000000003,0.398999999999997,0.0859999999999999,0,0,0,0,0,0,0.0859999999999998,0.421,0.405,0.088,0,0,0,0,0,0,0.0180000000000003,0.00999999999999746,0.00600000000000289,0.0020000000000001,0,0,0,0.0360000000000007
"13",2,0.6,0,2,1,0,0.6,1.7,0.65,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411000000000003,0.399,0.086,0,0,0,0,0,0,0.0859999999999998,0.421,0.405,0.088,0,0,0,0,0,0,0.0180000000000002,0.00999999999999723,0.00599999999999989,0.00200000000000003,0,0,0,0.0359999999999973
"14",2,0.6,0,2,1,0,0.6,1.7,0.7,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.410999999999998,0.399,0.086,0,0,0,0,0,0,0.086,0.421000000000001,0.405,0.088,0,0,0,0,0,0,0.0180000000000002,0.0100000000000031,0.00599999999999973,0.00200000000000002,0,0,0,0.036000000000003
"15",2,0.6,0,2,1,0,0.6,1.7,0.75,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.088,0,0,0,0,0,0,0.0180000000000001,0.00999999999999984,0.00600000000000012,0.00200000000000004,0,0,0,0.0360000000000001
"16",2,0.6,0,2,1,0,0.6,1.7,0.8,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.410999999999999,0.399,0.086,0,0,0,0,0,0,0.086,0.421000000000001,0.405,0.088,0,0,0,0,0,0,0.0180000000000001,0.0100000000000018,0.00599999999999973,0.00200000000000002,0,0,0,0.0360000000000017
"17",2,0.6,0,2,1,0,0.6,1.7,0.85,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411000000000001,0.399000000000003,0.086,0,0,0,0,0,0,0.086,0.420999999999999,0.405000000000002,0.088,0,0,0,0,0,0,0.018,0.0099999999999984,0.00599999999999862,0.00200000000000002,0,0,0,0.0359999999999971
"18",2,0.6,0,2,1,0,0.6,1.7,0.9,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399,0.086,0,0,0,0,0,0,0.086,0.421,0.405,0.088,0,0,0,0,0,0,0.018,0.0099999999999999,0.00599999999999995,0.00200000000000002,0,0,0,0.0359999999999999
"19",2,0.6,0,2,1,0,0.6,1.7,0.95,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411,0.399000000000001,0.086,0,0,0,0,0,0,0.086,0.421000000000001,0.405000000000001,0.0879999999999998,0,0,0,0,0,0,0.0180000000000001,0.0100000000000007,0.00600000000000006,0.00199999999999985,0,0,0,0.0360000000000007
"20",2,0.6,0,2,1,0,0.6,1.7,1,2888.93099930381,1440.99002195176,1447.94097735205,702.668225715266,365.77364413469,336.894581580576,3591.59922501908,1806.76366608645,1784.83555893263,0,0,0,0.104,0.411000000000002,0.399,0.086,0,0,0,0,0,0,0.0859999999999997,0.420999999999999,0.405,0.088,0,0,0,0,0,0,0.0180000000000004,0.00999999999999696,0.00599999999999995,0.00200000000000002,0,0,0,0.0359999999999973
