"","c1","c2","c3","a1","a2","a3","pmin","pmax","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff"
"1",2,0.8,0,2,1,0,0.6,1.7,0.05,3021.19531614429,1506.66453580851,1514.53078033575,735.746917527338,380.880377218825,354.866540308513,3756.94223367163,1887.54491302734,1869.39732064427,0,0,0,0.0770000000000017,0.293999999999996,0.321999999999999,0.286999999999999,0.02,0,0,0,0,0,0.0659999999999999,0.310999999999999,0.308,0.295000000000001,0.02,0,0,0,0,0,0.0110000000000017,0.0170000000000028,0.0139999999999983,0.00800000000000206,0,0,0,0.0500000000000049
"2",2,0.8,0,2,1,0,0.6,1.7,0.1,3021.20370922069,1506.66925182712,1514.53445739355,736.252381725511,381.082520998108,355.169860727402,3757.4560909462,1887.75177282523,1869.70431812095,0,0,0,0.0829999999999999,0.282999999999998,0.329999999999999,0.283999999999999,0.02,0,0,0,0,0,0.0620000000000005,0.318999999999999,0.301,0.298,0.02,0,0,0,0,0,0.0209999999999994,0.0360000000000006,0.0289999999999983,0.014000000000002,0,0,0,0.1
"3",2,0.8,0,2,1,0,0.6,1.7,0.15,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333000000000001,0.281,0.022,0,0,0,0,0,0.061,0.321,0.300000000000001,0.3,0.018,0,0,0,0,0,0.022,0.0400000000000005,0.0330000000000001,0.0189999999999998,0.004,0,0,0.118
"4",2,0.8,0,2,1,0,0.6,1.7,0.2,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333000000000001,0.280999999999999,0.0219999999999994,0,0,0,0,0,0.061,0.321,0.300000000000001,0.300000000000001,0.018,0,0,0,0,0,0.022,0.0399999999999999,0.0330000000000007,0.0190000000000019,0.00399999999999945,0,0,0.118000000000002
"5",2,0.8,0,2,1,0,0.6,1.7,0.25,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
"6",2,0.8,0,2,1,0,0.6,1.7,0.3,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
"7",2,0.8,0,2,1,0,0.6,1.7,0.35,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
"8",2,0.8,0,2,1,0,0.6,1.7,0.4,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
"9",2,0.8,0,2,1,0,0.6,1.7,0.45,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
"10",2,0.8,0,2,1,0,0.6,1.7,0.5,3021.20401085317,1506.66940295816,1514.53460789499,736.228145652549,380.687938646637,355.540207005913,3757.43215650572,1887.3573416048,1870.0748149009,0,0,0,0.083,0.281,0.333,0.281,0.022,0,0,0,0,0,0.061,0.321,0.3,0.3,0.018,0,0,0,0,0,0.0219999999999999,0.04,0.0330000000000004,0.0190000000000003,0.004,0,0,0.118000000000001
