"","c1","c2","c3","a1","a2","a3","pmin","pmax","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff"
"1",2,0.9,0,2,1,0,0.6,1.8,0.05,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.292999999999999,0.252,0,0,0,0,0,0,0.136,0.316000000000001,0.292000000000001,0.256000000000001,0,0,0,0,0,0,0.0190000000000005,0.0160000000000017,0.000999999999998058,0.00400000000000034,0,0,0,0.0400000000000005
"2",2,0.9,0,2,1,0,0.6,1.8,0.1,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293000000000001,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.019,0.016,0.00100000000000028,0.004,0,0,0,0.0400000000000003
"3",2,0.9,0,2,1,0,0.6,1.8,0.15,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293000000000001,0.252000000000001,0,0,0,0,0,0,0.136,0.316,0.292,0.256000000000001,0,0,0,0,0,0,0.019,0.0160000000000003,0.00100000000000067,0.00399999999999995,0,0,0,0.040000000000001
"4",2,0.9,0,2,1,0,0.6,1.8,0.2,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.019,0.0159999999999999,0.000999999999999945,0.00399999999999989,0,0,0,0.0399999999999997
"5",2,0.9,0,2,1,0,0.6,1.8,0.25,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.292999999999999,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.0190000000000001,0.0160000000000003,0.000999999999998946,0.00399999999999967,0,0,0,0.039999999999999
"6",2,0.9,0,2,1,0,0.6,1.8,0.3,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293000000000001,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256000000000001,0,0,0,0,0,0,0.019,0.016,0.00100000000000078,0.00400000000000056,0,0,0,0.0400000000000013
"7",2,0.9,0,2,1,0,0.6,1.8,0.35,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.019,0.016,0.00100000000000072,0.00400000000000023,0,0,0,0.040000000000001
"8",2,0.9,0,2,1,0,0.6,1.8,0.4,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.019,0.016,0.000999999999999612,0.00399999999999995,0,0,0,0.0399999999999996
"9",2,0.9,0,2,1,0,0.6,1.8,0.45,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.293000000000001,0.252,0,0,0,0,0,0,0.136,0.316000000000001,0.292,0.256,0,0,0,0,0,0,0.0190000000000006,0.0160000000000008,0.00100000000000083,0.004,0,0,0,0.0400000000000022
"10",2,0.9,0,2,1,0,0.6,1.8,0.5,3087.11158992658,1539.35604299705,1547.75554692953,751.745268047147,389.441928365748,362.303339681399,3838.85685797373,1928.7979713628,1910.05888661093,0,0,0,0.155,0.3,0.292999999999999,0.252,0,0,0,0,0,0,0.136,0.316,0.292,0.256,0,0,0,0,0,0,0.019,0.016,0.000999999999999279,0.00399999999999984,0,0,0,0.0399999999999991
