"","a1","a2","a3","c1","c2","c3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10"
"1",1,2,1,1,1,2,0.05,3358.19160018061,711.223906839556,2646.96769334104,1773.50064036205,250.40124637307,1523.09939398898,5131.69224054266,961.625153212626,4170.06708733003,0.30999999999997,0.225,0.19500000000002,0.138999999999979,0.131000000000031,0,0,0,0,0,0.212,0.243999999999959,0.226000000000042,0.186999999999969,0.131000000000031,0,0,0,0,0
"2",1,2,1,1,1,2,0.1,3370.71496241172,719.633767177322,2651.08119523441,1760.59890148104,265.602399123482,1494.99650235756,5131.31386389276,985.236166300804,4146.07769759197,0.360000000000007,0.215999999999919,0.20300000000008,0.105,0.115999999999994,0,0,0,0,0,0.182,0.250000000000001,0.219,0.232999999999999,0.116,0,0,0,0,0
"3",1,2,1,1,1,2,0.15,3380.84009928209,726.815122352306,2654.0249769298,1747.01613496132,278.68398990244,1468.33214505888,5127.85623424341,1005.49911225475,4122.35712198868,0.408500000000012,0.214999999999874,0.199000000000126,0.0820000000000001,0.0954999999999892,0,0,0,0,0,0.163,0.253000000000001,0.214,0.244999999999999,0.125,0,0,0,0,0
"4",1,2,1,1,1,2,0.2,3388.77014929758,732.198424776656,2656.57172452094,1732.90678994563,293.679062722376,1439.22772722326,5121.67693924321,1025.87748749903,4095.7994517442,0.459499999999973,0.203,0.206999999999999,0.0520000000000001,0.0785000000000279,0,0,0,0,0,0.147,0.251000000000001,0.214,0.244,0.144,0,0,0,0,0
"5",1,2,1,1,1,2,0.25,3394.81524350846,736.55291767621,2658.26232583227,1721.05890836426,307.537575786911,1413.52133257735,5115.87415187271,1044.09049346312,4071.78365840962,0.504999999999964,0.207,0.202999999999999,0.0279999999999999,0.0570000000000353,0,0,0,0,0,0.135999999999999,0.246000000000001,0.216,0.235999999999999,0.166,0,0,0,0,0
"6",1,2,1,1,1,2,0.3,3398.85199113626,739.488790558067,2659.36320057821,1712.17953313207,322.334688780988,1389.84484435108,5111.03152426832,1061.82347933906,4049.20804492929,0.550999999999958,0.209,0.205,0,0.0350000000000421,0,0,0,0,0,0.127,0.237,0.221,0.23,0.185,0,0,0,0,0
"7",1,2,1,1,1,2,0.35,3400.92893216209,740.864838662525,2660.0640934996,1692.33387119575,333.459429024604,1358.87444217114,5093.26280335783,1074.32426768713,4018.93853567074,0.606499999999881,0.202,0.177999999999999,0,0.0135000000001191,0,0,0,0,0,0.116,0.231000000000001,0.213,0.229999999999999,0.21,0,0,0,0,0
"8",1,2,1,1,1,2,0.4,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.230999999999999,0.219,0,0,0,0,0
"9",1,2,1,1,1,2,0.45,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.230999999999999,0.219,0,0,0,0,0
"10",1,2,1,1,1,2,0.5,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.230999999999999,0.219,0,0,0,0,0
"11",1,2,1,1,1,2,0.55,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.230999999999999,0.219,0,0,0,0,0
"12",1,2,1,1,1,2,0.6,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0
"13",1,2,1,1,1,2,0.65,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"14",1,2,1,1,1,2,0.7,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"15",1,2,1,1,1,2,0.75,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"16",1,2,1,1,1,2,0.8,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"17",1,2,1,1,1,2,0.85,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"18",1,2,1,1,1,2,0.9,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"19",1,2,1,1,1,2,0.95,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
"20",1,2,1,1,1,2,1,3401.15997437203,741.026796316146,2660.13317805593,1684.19886925572,339.595839398248,1344.60302985748,5085.35884362776,1080.62263571439,4004.7362079134,0.633000000000001,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227000000000001,0.214,0.231,0.219,0,0,0,0,0
