"","n1","n2","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2"
"11",550,1450,2559.89983728035,272.992810326628,2286.9070269537,3970.7934168408,1091.96818963122,2878.82522720958,6530.69325412116,1364.96099995785,5165.73225416328,0.231034482758621,0.437241379310345,0.331724137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",600,1400,2512.62996313916,299.919105624082,2212.71085751506,3916.60774231303,1174.98232269391,2741.62541961912,6429.23770545219,1474.90142831799,4954.33627713418,0.22857142857143,0.434285714285714,0.337142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",650,1350,2463.33479953226,326.086551548447,2137.24824798381,3915.32057940633,1272.47918830706,2642.84139109928,6378.6553789386,1598.56573985551,4780.08963908309,0.223703703703704,0.436296296296296,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",700,1300,2404.08337742045,350.127208536491,2053.95616888394,3970.42932251814,1389.65026288135,2580.77905963679,6374.51269993859,1739.77747141784,4634.73522852074,0.223846153846154,0.440769230769231,0.335384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",750,1250,2352.17155552823,375.685434706742,1976.48612082147,3953.40224943438,1482.52584353789,2470.87640589649,6305.57380496261,1858.21127824464,4447.36252671796,0.2208,0.444799999999999,0.334399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",800,1200,2295.59608838315,400.02270301152,1895.57338537163,3938.04390963215,1575.21756385286,2362.82634577929,6233.6399980153,1975.24026686438,4258.39973115092,0.224166666666669,0.4425,0.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",850,1150,2237.74618473819,422.40154016437,1815.34464457382,3841.79353149985,1632.76225088744,2209.03128061241,6079.53971623803,2055.16379105181,4024.37592518623,0.221739130434784,0.453913043478261,0.324347826086954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",900,1100,2176.85197458201,444.892354373122,1731.95962020889,3688.61779325191,1659.87800696336,2028.73978628855,5865.46976783391,2104.77036133648,3760.69940649744,0.220909090909091,0.458181818181818,0.32090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",950,1050,2118.44944581629,468.594655995257,1649.85478982102,3782.95174557608,1796.90207914864,1986.04966642744,5901.40119139236,2265.49673514389,3635.90445624846,0.220952380952381,0.462857142857143,0.316190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1000,1000,2062.15534365539,492.16701243585,1569.98833121953,3883.55696337861,1941.7784816893,1941.77848168931,5945.712307034,2433.94549412515,3511.76681290884,0.225000000000001,0.458,0.316999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
