"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,1,1,1,1,2,0.05,2641.97429810483,461.459412314005,2180.51488579082,3530.61592214819,1614.92632792788,1915.68959422031,6172.59022025302,2076.38574024189,4096.20448001113
"2",1,1,1,1,1,2,0.1,2645.64657553021,463.660140633888,2181.98643489632,3544.0257493081,1628.3361550875,1915.68959422059,6189.67232483831,2091.99629572139,4097.67602911691
"3",1,1,1,1,1,2,0.15,2649.13227934348,465.49276388758,2183.63951545591,3553.60419727916,1637.9146030586,1915.68959422056,6202.73647662264,2103.40736694618,4099.32910967647
"4",1,1,1,1,1,2,0.2,2652.43399560481,467.627072487453,2184.80692311737,3572.76109322131,1657.0714990008,1915.68959422051,6225.19508882612,2124.69857148825,4100.49651733788
"5",1,1,1,1,1,2,0.25,2655.54809236805,469.365822788517,2186.18226957955,3584.2552307865,1668.56563656614,1915.68959422037,6239.80332315455,2137.93145935465,4101.87186379992
"6",1,1,1,1,1,2,0.3,2658.47197582125,471.340799994934,2187.13117582634,3597.66505794596,1681.97546372567,1915.6895942203,6256.13703376722,2153.3162637206,4102.82077004663
"7",1,1,1,1,1,2,0.35,2661.22075261489,473.235350431764,2187.98540218313,3611.0748851057,1695.3852908852,1915.6895942205,6272.29563772058,2168.62064131696,4103.67499640363
"8",1,1,1,1,1,2,0.4,2663.73878510585,475.120236646668,2188.61854845918,3626.40040185782,1710.71080763772,1915.6895942201,6290.13918696368,2185.83104428439,4104.30814267929
"9",1,1,1,1,1,2,0.45,2666.08984388138,476.840189603483,2189.24965427788,3639.81022901882,1724.12063479853,1915.68959422029,6305.9000729002,2200.96082440201,4104.93924849818
"10",1,1,1,1,1,2,0.5,2668.27948866211,478.579031080873,2189.70045758123,3651.30436658375,1735.61477236386,1915.68959421989,6319.58385524586,2214.19380344473,4105.39005180112
"11",1,1,1,1,1,2,0.55,2670.35659389815,479.990772238245,2190.36582165989,3651.30436658414,1735.61477236384,1915.68959422029,6321.66096048228,2215.60554460209,4106.05541588018
"12",1,1,1,1,1,2,0.6,2672.35892398335,480.791174057147,2191.56774992619,3655.13574577167,1739.44615155231,1915.68959421936,6327.49466975502,2220.23732560946,4107.25734414554
"13",1,1,1,1,1,2,0.65,2674.28394808494,482.022345304867,2192.26160278006,3658.96712496032,1743.27753074072,1915.6895942196,6333.25107304526,2225.29987604559,4107.95119699966
"14",1,1,1,1,1,2,0.7,2676.13568524989,483.280156693311,2192.85552855656,3664.71419374339,1749.0245995234,1915.68959421999,6340.84987899328,2232.30475621671,4108.54512277655
"15",1,1,1,1,1,2,0.75,2677.92806154029,484.284919743797,2193.64314179648,3670.46126252643,1754.77166830606,1915.68959422037,6348.38932406673,2239.05658804986,4109.33273601685
"16",1,1,1,1,1,2,0.8,2679.62960802689,484.96625546533,2194.66335256156,3676.20833130839,1760.51873708871,1915.68959421968,6355.83793933528,2245.48499255404,4110.35294678124
"17",1,1,1,1,1,2,0.85,2681.25001787083,485.938273414564,2195.31174445627,3683.87108968607,1768.18149546561,1915.68959422046,6365.1211075569,2254.11976888017,4111.00133867674
"18",1,1,1,1,1,2,0.9,2682.80367674189,487.120424655467,2195.68325208643,3689.61815846851,1773.92856424827,1915.68959422024,6372.4218352104,2261.04898890374,4111.37284630667
"19",1,1,1,1,1,2,0.95,2684.28118106918,488.007110998593,2196.27407007059,3697.28091684544,1781.59132262502,1915.68959422042,6381.56209791463,2269.59843362361,4111.96366429101
"20",1,1,1,1,1,2,1,2685.69388187291,489.079946423064,2196.61393544984,3708.77505441035,1793.08546019045,1915.68959421989,6394.46893628325,2282.16540661352,4112.30352966973
