"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,2,1,1,1,2,0.05,3349.03092074971,704.288076434662,2644.74284431503,5294.6262245915,2452.63683941088,2841.98938518062,8643.6571453412,3156.92491584554,5486.73222949565
"2",1,2,1,1,1,2,0.1,3354.65518681083,708.326903920078,2646.32828289074,5317.36213967294,2475.37275449232,2841.98938518062,8672.01732648377,3183.6996584124,5488.31766807136
"3",1,2,1,1,1,2,0.15,3359.85498231175,712.382498165204,2647.47248414654,5345.78203352475,2503.79264834413,2841.98938518062,8705.63701583649,3216.17514650933,5489.46186932716
"4",1,2,1,1,1,2,0.2,3364.66553501911,715.475774922886,2649.18976009623,5365.67595922101,2523.68657404039,2841.98938518062,8730.34149424012,3239.16234896328,5491.17914527685
"5",1,2,1,1,1,2,0.25,3369.09994250455,718.847035600451,2650.25290690412,5388.41187430245,2546.42248912183,2841.98938518062,8757.511816807,3265.26952472229,5492.24229208474
"6",1,2,1,1,1,2,0.3,3373.25725717285,721.287793006181,2651.96946416667,5411.1477893839,2569.15840420328,2841.98938518062,8784.40504655675,3290.44619720946,5493.95884934729
"7",1,2,1,1,1,2,0.35,3377.15827502637,723.727989963025,2653.43028506336,5419.67375753944,2577.68437235882,2841.98938518062,8796.83203256581,3301.41236232185,5495.41967024398
"8",1,2,1,1,1,2,0.4,3380.74707179212,726.21850800556,2654.52856378658,5436.72569385053,2594.73630866991,2841.98938518062,8817.47276564264,3320.95481667547,5496.5179489672
"9",1,2,1,1,1,2,0.45,3383.99456926697,728.442968473896,2655.5516007931,5456.61961954679,2614.63023436617,2841.98938518062,8840.61418881376,3343.07320284006,5497.54098597372
"10",1,2,1,1,1,2,0.5,3386.96680049474,730.566921036044,2656.39987945873,5473.67155585788,2631.68217067726,2841.98938518062,8860.63835635262,3362.2490917133,5498.38926463935
"11",1,2,1,1,1,2,0.55,3389.68372039434,732.588812910642,2657.09490748372,5504.93343909486,2662.94405391424,2841.98938518062,8894.6171594892,3395.53286682488,5499.08429266434
"12",1,2,1,1,1,2,0.6,3392.11853953337,734.339537292779,2657.77900224063,5519.14338602076,2677.15400084014,2841.98938518062,8911.26192555413,3411.49353813292,5499.76838742125
"13",1,2,1,1,1,2,0.65,3394.27616922713,735.807944341743,2658.46822488542,5533.35333294667,2691.36394776605,2841.98938518062,8927.62950217379,3427.17189210779,5500.45761006604
"14",1,2,1,1,1,2,0.7,3396.12665097296,737.305586236111,2658.82106473689,5547.56327987257,2705.57389469195,2841.98938518062,8943.68993084553,3442.87948092806,5500.81044991751
"15",1,2,1,1,1,2,0.75,3397.69223411515,738.409943807989,2659.2822903072,5573.1411843392,2731.15179915858,2841.98938518062,8970.83341845435,3469.56174296656,5501.27167548782
"16",1,2,1,1,1,2,0.8,3398.97115393071,739.397158472797,2659.57399545796,5604.40306757618,2762.41368239556,2841.98938518062,9003.37422150689,3501.81084086836,5501.56338063858
"17",1,2,1,1,1,2,0.85,3399.9326416092,740.043879453604,2659.88876215563,5627.13898265763,2785.14959747701,2841.98938518062,9027.07162426682,3525.19347693061,5501.87814733625
"18",1,2,1,1,1,2,0.9,3400.54154116334,740.527067476703,2660.01447368668,5644.19091896863,2802.20153378806,2841.98938518057,9044.73246013197,3542.72860126476,5502.00385886725
"19",1,2,1,1,1,2,0.95,3400.92494530408,740.849622713778,2660.07532259034,5652.71688712415,2810.72750194359,2841.98938518057,9053.64183242823,3551.57712465736,5502.0647077709
"20",1,2,1,1,1,2,1,3401.11337895689,740.989874884096,2660.12350407284,5669.76882343534,2827.77943825472,2841.98938518062,9070.88220239223,3568.76931313881,5502.11288925346
