"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,2,1,1,2,1,0.05,3292.99957521205,988.267165753938,2304.73240945806,5300.31020336186,2458.32081818124,2841.98938518062,8593.3097785739,3446.58798393517,5146.72179463868
"2",1,2,1,1,2,1,0.1,3299.18108277763,991.823636268363,2307.35744650924,5323.0461184433,2481.05673326268,2841.98938518062,8622.22720122093,3472.88036953104,5149.34683168986
"3",1,2,1,1,2,1,0.15,3304.85378091165,996.212658572718,2308.64112233892,5348.62402290993,2506.63463772931,2841.98938518062,8653.47780382158,3502.84729630202,5150.63050751954
"4",1,2,1,1,2,1,0.2,3310.07025411766,999.170060650515,2310.90019346714,5365.67595922095,2523.68657404039,2841.98938518056,8675.74621333861,3522.85663469091,5152.8895786477
"5",1,2,1,1,2,1,0.25,3314.86599543876,1001.87472735765,2312.99126808109,5388.41187430237,2546.42248912184,2841.98938518053,8703.27786974113,3548.29721647949,5154.98065326162
"6",1,2,1,1,2,1,0.3,3319.33620364156,1004.97180052809,2314.36440311345,5416.83176815425,2574.84238297364,2841.98938518061,8736.16797179581,3579.81418350173,5156.35378829406
"7",1,2,1,1,2,1,0.35,3323.45960881579,1006.87954357648,2316.5800652393,5422.51574692459,2580.526361744,2841.98938518059,8745.97535574038,3587.40590532048,5158.56945041989
"8",1,2,1,1,2,1,0.4,3327.27112895919,1009.10870693724,2318.16242202194,5436.72569385053,2594.73630866991,2841.98938518062,8763.99682280972,3603.84501560715,5160.15180720256
"9",1,2,1,1,2,1,0.45,3330.77126828818,1010.88919270174,2319.88207558643,5450.93564077643,2608.94625559581,2841.98938518062,8781.70690906461,3619.83544829755,5161.87146076705
"10",1,2,1,1,2,1,0.5,3334.01116260599,1012.82822538875,2321.18293721722,5470.82956647269,2628.84018129207,2841.98938518062,8804.84072907868,3641.66840668082,5163.17232239784
"11",1,2,1,1,2,1,0.55,3336.97296900144,1014.87227561695,2322.10069338448,5490.72349216828,2648.73410698828,2841.98938517999,8827.69646116971,3663.60638260523,5164.09007856448
"12",1,2,1,1,2,1,0.6,3339.65516622688,1016.56548251931,2323.08968370757,5513.4594072504,2671.47002206978,2841.98938518062,8853.11457347728,3688.0355045891,5165.07906888819
"13",1,2,1,1,2,1,0.65,3342.01470117235,1017.94162989697,2324.07307127538,5524.82736479112,2682.8379796105,2841.98938518062,8866.84206596348,3700.77960950747,5166.062456456
"14",1,2,1,1,2,1,0.7,3344.03700350628,1019.22471264361,2324.81229086268,5544.72129048739,2702.73190530677,2841.98938518062,8888.75829399367,3721.95661795038,5166.8016760433
"15",1,2,1,1,2,1,0.75,3345.69046298688,1020.1854980353,2325.50496495159,5573.1411843392,2731.15179915858,2841.98938518062,8918.83164732607,3751.33729719388,5167.49435013221
"16",1,2,1,1,2,1,0.8,3347.015714787,1021.11152992208,2325.90418486492,5604.40306757618,2762.41368239556,2841.98938518062,8951.41878236318,3783.52521231764,5167.89357004554
"17",1,2,1,1,2,1,0.85,3348.02043641546,1021.71856188702,2326.30187452845,5627.13898265763,2785.14959747701,2841.98938518062,8975.15941907309,3806.86815936402,5168.29125970907
"18",1,2,1,1,2,1,0.9,3348.67499531294,1022.15031359272,2326.52468172023,5644.19091896871,2802.20153378809,2841.98938518062,8992.86591428165,3824.35184738081,5168.51406690085
"19",1,2,1,1,2,1,0.95,3349.11519993869,1022.43845805634,2326.67674188235,5652.71688712425,2810.72750194363,2841.98938518062,9001.83208706294,3833.16595999998,5168.66612706297
"20",1,2,1,1,2,1,1,3349.31793318096,1022.56466892909,2326.75326425187,5666.92683405016,2824.93744886954,2841.98938518062,9016.24476723112,3847.50211779863,5168.74264943249
