"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,2,1,1,1,1,0.05,2606.48034073333,712.455955466222,1894.02438526711,5331.57208659875,2489.58270141819,2841.98938518056,7938.05242733209,3202.03865688441,4736.01377044768
"2",1,2,1,1,1,1,0.1,2611.52341385919,715.784378078197,1895.73903578099,5357.14999106546,2515.16060588485,2841.98938518061,7968.67340492465,3230.94498396304,4737.7284209616
"3",1,2,1,1,1,1,0.15,2616.16146530581,718.683657916347,1897.47780738947,5379.88590614691,2537.89652096629,2841.98938518062,7996.04737145273,3256.58017888264,4739.46719257009
"4",1,2,1,1,1,1,0.2,2620.45143231126,721.537915792024,1898.91351651924,5408.3057999984,2566.31641481806,2841.98938518034,8028.75723230966,3287.85433061009,4740.90290169958
"5",1,2,1,1,1,1,0.25,2624.4081423083,723.658220067625,1900.74992224068,5416.83176815408,2574.84238297361,2841.98938518047,8041.23991046238,3298.50060304123,4742.73930742115
"6",1,2,1,1,1,1,0.3,2628.03835279119,725.695838233245,1902.34251455794,5428.19972569495,2586.21034051435,2841.9893851806,8056.23807848613,3311.90617874759,4744.33189973855
"7",1,2,1,1,1,1,0.35,2631.39922907724,727.554513138874,1903.84471593835,5448.09365139118,2606.10426621063,2841.98938518056,8079.49288046843,3333.6587793495,4745.83410111891
"8",1,2,1,1,1,1,0.4,2634.49880136359,729.416722796505,1905.08207856707,5465.14558770209,2623.1562025217,2841.98938518039,8099.64438906568,3352.57292531821,4747.07146374746
"9",1,2,1,1,1,1,0.45,2637.37735445562,731.05708780622,1906.32026664939,5482.19752401335,2640.20813883279,2841.98938518056,8119.57487846897,3371.26522663901,4748.30965182995
"10",1,2,1,1,1,1,0.5,2640.06640196753,732.765883582912,1907.30051838461,5504.93343909377,2662.94405391415,2841.98938517962,8144.9998410613,3395.70993749706,4749.28990356423
"11",1,2,1,1,1,1,0.55,2642.48821934202,734.353923871182,1908.13429547084,5519.14338602076,2677.15400084014,2841.98938518062,8161.63160536279,3411.50792471133,4750.12368065146
"12",1,2,1,1,1,1,0.6,2644.66624402281,735.706852925233,1908.95939109757,5530.51134356139,2688.52195838087,2841.98938518052,8175.1775875842,3424.2288113061,4750.9487762781
"13",1,2,1,1,1,1,0.65,2646.58222870749,736.966038004646,1909.61619070285,5544.72129048739,2702.73190530677,2841.98938518062,8191.30351919488,3439.69794331142,4751.60557588347
"14",1,2,1,1,1,1,0.7,2648.25195716511,738.008240040454,1910.24371712465,5561.77322679702,2719.78384161766,2841.98938517936,8210.02518396213,3457.79208165811,4752.23310230401
"15",1,2,1,1,1,1,0.75,2649.67189141392,738.938345307675,1910.73354610625,5590.19312065028,2748.20373546966,2841.98938518062,8239.86501206421,3487.14208077734,4752.72293128687
"16",1,2,1,1,1,1,0.8,2650.82591954013,739.748543018683,1911.07737652145,5615.77102511691,2773.78163993629,2841.98938518062,8266.59694465704,3513.53018295497,4753.06676170207
"17",1,2,1,1,1,1,0.85,2651.6687498581,740.248872250908,1911.41987760719,5629.98097204257,2787.99158686214,2841.98938518043,8281.64972190067,3528.24045911304,4753.40926278763
"18",1,2,1,1,1,1,0.9,2652.21801419104,740.605914297953,1911.61209989308,5644.19091896781,2802.20153378818,2841.98938517962,8296.40893315885,3542.80744808614,4753.6014850727
"19",1,2,1,1,1,1,0.95,2652.57113931104,740.866448545297,1911.70469076573,5652.71688712425,2810.72750194363,2841.98938518062,8305.2880264353,3551.59395048893,4753.69407594635
"20",1,2,1,1,1,1,1,2652.74238718373,740.993500481483,1911.74888670224,5669.76882343534,2827.77943825472,2841.98938518062,8322.51121061907,3568.7729387362,4753.73827188286
