"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2"
"1",1,2,2,1,2,2,0.05,4856.83806074001,853.506660364325,4003.33140037565,6460.97633899024,2624.29205218002,3836.68428681023,11317.8143997303,3477.79871254434,7840.01568718587
"2",1,2,2,1,2,2,0.1,4872.313456629,863.320446026276,4008.99301060269,6487.83312899724,2651.14884218633,3836.6842868109,11360.1465856262,3514.46928821261,7845.67729741359
"3",1,2,2,1,2,2,0.15,4887.28818518246,875.323535421681,4011.96464976074,6533.87334043337,2697.18905362397,3836.6842868094,11421.1615256158,3572.51258904565,7848.64893657014
"4",1,2,2,1,2,2,0.2,4901.70073026249,886.54523560103,4015.1554946614,6576.07686759389,2739.39258078298,3836.6842868109,11477.7775978564,3625.93781638401,7851.8397814723
"5",1,2,2,1,2,2,0.25,4915.5373281926,895.925249740263,4019.61207845227,6610.60702617518,2773.92273936428,3836.6842868109,11526.1443543678,3669.84798910455,7856.29636526317
"6",1,2,2,1,2,2,0.3,4928.83684162185,905.715798021846,4023.12104359993,6652.81055333002,2816.12626651916,3836.68428681086,11581.6473949519,3721.84206454101,7859.80533041079
"7",1,2,2,1,2,2,0.35,4941.55345066141,915.161076855759,4026.3923738056,6687.3407119114,2850.6564251005,3836.6842868109,11628.8941625728,3765.81750195626,7863.0766606165
"8",1,2,2,1,2,2,0.4,4953.77246650471,924.582894244421,4029.18957226025,6729.54423906632,2892.85995225542,3836.6842868109,11683.316705571,3817.44284649984,7865.87385907115
"9",1,2,2,1,2,2,0.45,4965.46705621321,933.011983609416,4032.45507260375,6775.58445050795,2938.90016369706,3836.68428681088,11741.0515067212,3871.91214730648,7869.13935941464
"10",1,2,2,1,2,2,0.5,4976.6142626659,941.22125020135,4035.39301246451,6825.4613462363,2988.77705942547,3836.68428681083,11802.0756089022,3929.99830962682,7872.07729927534
"11",1,2,2,1,2,2,0.55,4987.14802099864,949.247842454627,4037.90017854398,6883.0116105387,3046.32732372785,3836.68428681085,11870.1596315373,3995.57516618248,7874.58446535483
"12",1,2,2,1,2,2,0.6,4996.98959857472,955.563663610556,4041.42593496414,6921.37845340642,3084.69416659561,3836.68428681082,11918.3680519811,4040.25783020616,7878.11022177496
"13",1,2,2,1,2,2,0.65,5006.21125722565,961.472727392209,4044.73852983341,6948.23524341434,3111.55095660368,3836.68428681065,11954.44650064,4073.02368399589,7881.42281664406
"14",1,2,2,1,2,2,0.7,5014.91713318783,966.745579917082,4048.17155327071,6982.76540199584,3146.08111518494,3836.6842868109,11997.6825351837,4112.82669510202,7884.85584008161
"15",1,2,2,1,2,2,0.75,5023.21413201653,972.888150371681,4050.32598164482,7024.96892915072,3188.28464233982,3836.6842868109,12048.1830611672,4161.1727927115,7887.01026845572
"16",1,2,2,1,2,2,0.8,5031.08253304503,978.10586294495,4052.97667010005,7063.33577201887,3226.65148520797,3836.6842868109,12094.4183050639,4204.75734815292,7889.66095691095
"17",1,2,2,1,2,2,0.85,5038.45399859961,982.81839366505,4055.63560493454,7097.86593060016,3261.18164378926,3836.6842868109,12136.3199291998,4244.00003745431,7892.31989174544
"18",1,2,2,1,2,2,0.9,5045.24653259659,987.639270065234,4057.60726253133,7140.06945775196,3303.3851709431,3836.68428680887,12185.3159903486,4291.02444100833,7894.2915493402
"19",1,2,2,1,2,2,0.95,5051.58853206883,991.465274224448,4060.12325784436,7174.59961633442,3337.91532952463,3836.68428680979,12226.1881484032,4329.38060374907,7896.80754465415
"20",1,2,2,1,2,2,1,5057.43646688303,995.069784509846,4062.36668237317,7209.12977491769,3372.44548810678,3836.68428681091,12266.5662418007,4367.51527261663,7899.05096918407
