"","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","opt_sol"
"1",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"2",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"3",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"4",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"5",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"6",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"7",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"8",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"9",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"10",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"11",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"12",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"13",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"14",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"15",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"16",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"17",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"18",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"19",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,1
"20",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"21",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"22",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"23",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"24",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"25",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
"26",12070.0805838804,1899.35919941706,10170.7213844634,9473.19647045621,3647.12238038474,5826.07409007147,21543.2770543367,5546.4815798018,15996.7954745349,0
