"","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","opt_sol"
"1",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"2",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"3",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"4",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"5",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"6",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"7",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"8",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"9",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"10",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"11",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"12",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"13",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"14",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"15",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"16",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"17",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"18",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"19",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"20",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"21",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"22",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"23",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"24",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"25",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"26",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"27",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"28",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"29",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"30",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"31",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"32",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"33",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"34",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"35",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"36",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"37",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"38",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"39",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"40",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"41",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"42",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"43",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"44",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"45",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"46",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"47",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"48",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"49",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"50",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"51",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"52",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"53",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"54",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"55",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"56",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"57",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"58",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"59",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"60",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"61",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"62",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"63",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"64",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"65",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"66",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"67",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"68",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"69",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
"70",13286.4675065662,3165.70577937539,10120.7617271908,10376.2379544115,4550.1638643463,5826.07409006522,23662.7054609777,7715.86964372168,15946.835817256,0
