"","a1","a2","a3","c1","c2","c3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10"
"1",1,2,1,1,2,1,0.05,3292.99957521205,988.267165753938,2304.73240945806,1742.20561247752,360.419875311707,1381.78573716582,5035.20518768957,1348.68704106565,3686.51814662388,0.313000000000002,0.231,0.209999999999999,0.111,0.135,0,0,0,0,0,0.288000000000001,0.231,0.209999999999999,0.111,0.16,0,0,0,0,0
"2",1,2,1,1,2,1,0.1,3299.18108277763,991.823636268363,2307.35744650924,1728.46364114834,365.105410169502,1363.35823097884,5027.64472392598,1356.92904643787,3670.71567748808,0.331,0.226000000000001,0.211,0.105,0.127,0,0,0,0,0,0.281,0.226,0.211000000000001,0.105,0.177,0,0,0,0,0
"3",1,2,1,1,2,1,0.15,3304.85378091165,996.212658572718,2308.64112233892,1724.1754638496,372.816958083156,1351.35850576644,5029.02924476125,1369.02961665587,3659.99962810536,0.351000000000001,0.225000000000002,0.212999999999999,0.0930000000000001,0.118,0,0,0,0,0,0.276,0.225000000000001,0.212999999999999,0.0930000000000001,0.193,0,0,0,0,0
"4",1,2,1,1,2,1,0.2,3310.07025411766,999.170060650515,2310.90019346714,1710.77969384377,378.667913526603,1332.11178031717,5020.84994796144,1377.83797417712,3643.01197378431,0.365000000000001,0.226,0.212,0.0850000000000002,0.111999999999999,0,0,0,0,0,0.265000000000001,0.226,0.212,0.0850000000000001,0.211999999999999,0,0,0,0,0
"5",1,2,1,1,2,1,0.25,3314.86599543876,1001.87472735765,2312.99126808109,1699.69887589427,382.616441796023,1317.08243409825,5014.56487133303,1384.49116915367,3630.07370217934,0.383000000000002,0.222,0.208,0.0830000000000001,0.103999999999999,0,0,0,0,0,0.258,0.222,0.208,0.0929999999999993,0.219,0,0,0,0,0
"6",1,2,1,1,2,1,0.3,3319.33620364156,1004.97180052809,2314.36440311345,1697.38304423477,388.241646403376,1309.14139783139,5016.71924787633,1393.21344693146,3623.50580094485,0.397000000000001,0.227,0.207999999999999,0.0740000000000011,0.093999999999999,0,0,0,0,0,0.247000000000001,0.227,0.207999999999999,0.0990000000000001,0.219,0,0,0,0,0
"7",1,2,1,1,2,1,0.35,3323.45960881579,1006.87954357648,2316.5800652393,1690.44635167723,395.323085107514,1295.12326656971,5013.90596049302,1402.202628684,3611.70333180901,0.407999999999998,0.228000000000001,0.208000000000002,0.0639999999999988,0.0920000000000013,0,0,0,0,0,0.232999999999998,0.228000000000001,0.208000000000001,0.112,0.219,0,0,0,0,0
"8",1,2,1,1,2,1,0.4,3327.27112895919,1009.10870693724,2318.16242202194,1686.7486087453,402.442266859409,1284.30634188589,5014.01973770449,1411.55097379665,3602.46876390783,0.424000000000001,0.225000000000001,0.21,0.054,0.0870000000000001,0,0,0,0,0,0.224,0.225,0.21,0.122,0.219,0,0,0,0,0
"9",1,2,1,1,2,1,0.45,3330.77126828818,1010.88919270174,2319.88207558643,1679.65660265985,408.131642733516,1271.52495992634,5010.42787094803,1419.02083543525,3591.40703551277,0.438000000000001,0.223000000000001,0.209999999999999,0.047,0.0820000000000002,0,0,0,0,0,0.213,0.223000000000001,0.209999999999999,0.135,0.219,0,0,0,0,0
"10",1,2,1,1,2,1,0.5,3334.01116260599,1012.82822538875,2321.18293721722,1675.70086232516,414.316270202449,1261.38459212271,5009.71202493115,1427.1444955912,3582.56752933993,0.452000000000001,0.225000000000001,0.208999999999999,0.0390000000000005,0.0749999999999999,0,0,0,0,0,0.202,0.225,0.208999999999999,0.145,0.219,0,0,0,0,0
