"","a1","a2","a3","c1","c2","c3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10"
"1",1,2,2,1,1,1,0.05,3204.09295136212,681.894092554379,2522.19885880776,1741.65822187234,266.337084163827,1475.32113770851,4945.75117323446,948.231176718206,3997.51999651628,0.243,0.217000000000001,0.205,0.0870000000000001,0,0,0,0,0,0.247999999999999,0,0,0.202999999999999,0.243,0.213000000000001,0.238000000002449,0.102999999997551,0,0,0
"2",1,2,2,1,1,1,0.1,3231.61126862805,704.012923419443,2527.59834520863,1717.20188671084,281.50459822623,1435.69728848461,4948.81315533889,985.517521645673,3963.29563369325,0.322999999999999,0.21299999999752,0.19800000000248,0.071,0,0,0,0,0,0.195,0,0,0.166,0.249,0.208000000000001,0.246,0.131,0,0,0
"3",1,2,2,1,1,1,0.15,3252.90409050237,721.096029735188,2531.80806076722,1695.91114799859,299.61316038625,1396.29798761234,4948.81523850095,1020.70919012144,3928.10604837956,0.404333333333048,0.207,0.205999999999999,0.0379999999999999,0,0,0,0,0,0.144666666666953,0,0,0.136,0.244,0.216000000000001,0.232,0.172,0,0,0
"4",1,2,2,1,1,1,0.2,3267.87536050905,733.224285060311,2534.65107544877,1676.37688842401,317.556363757507,1358.8205246665,4944.25224893306,1050.78064881782,3893.47160011528,0.483999999999663,0.204000000000081,0.21500000000002,0.00299999999993927,0,0,0,0,0,0.094000000000297,0,0,0.115999999999999,0.228999999999986,0.215000000000014,0.230000000000014,0.209999999999986,0,0,0
"5",1,2,2,1,1,1,0.25,3276.17015776881,739.273954415307,2536.89620335353,1637.51025699393,330.213978507585,1307.29627848635,4913.68041476274,1069.48793292289,3844.19248183988,0.566444444444158,0.199,0.187999999999999,0,0,0,0,0,0,0.0465555555558426,0,0,0.0709999999999996,0.242,0.211000000000001,0.234000000000001,0.207,0.035,0,0
"6",1,2,2,1,1,1,0.3,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.633,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.221,0.059,0,0
"7",1,2,2,1,1,1,0.35,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"8",1,2,2,1,1,1,0.4,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"9",1,2,2,1,1,1,0.45,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"10",1,2,2,1,1,1,0.5,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"11",1,2,2,1,1,1,0.55,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"12",1,2,2,1,1,1,0.6,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"13",1,2,2,1,1,1,0.65,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"14",1,2,2,1,1,1,0.7,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"15",1,2,2,1,1,1,0.75,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"16",1,2,2,1,1,1,0.8,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"17",1,2,2,1,1,1,0.85,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
"18",1,2,2,1,1,1,0.9,3278.37784798184,741.026796316146,2537.35105166571,1610.05068563667,339.595839398248,1270.45484623842,4888.42853361851,1080.62263571439,3807.80589790414,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0,0,0.0490000000000001,0.235,0.223,0.213,0.220999999999998,0.059,0,0
