"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff","gini_coef1","gini_coef2","gini_coef3","gini_coef4","gini_coef5","gini_coef6","gini_coef7","gini_coef8","gini_coef9","gini_coef10","gini"
"1",1,2,1,1,2,2,0.05,4046.14318581552,987.956863301046,3058.1863225144,1045.93057438883,152.974801458985,892.955772929846,5092.07376020435,1140.93166476003,3951.14209544425,0.310999999999916,0.232,0.212000000000045,0.105,0.140000000000039,0,0,0,0,0,0.229999999999998,0.239000000000001,0.215999999999825,0.175000000000137,0.140000000000039,0,0,0,0,0,0.0809999999999182,0.00700000000000106,0.00399999999978029,0.070000000000137,2.77555756156289e-17,0,0,0,0,0,0.161999999999837,0.0748613678372745,0.00743099787685886,0.00467289719600643,0.125000000000183,4.95635278850379e-17,NA,NA,NA,NA,NA,0.211965262910323
"2",1,2,1,1,2,2,0.1,4061.44624610597,997.781129937449,3063.66511616846,1030.32534440334,166.312553206502,864.012791196833,5091.7715905093,1164.09368314395,3927.6779073653,0.362999999999985,0.225,0.204,0.0830000000000001,0.125000000000015,0,0,0,0,0,0.195999999999998,0.245000000000001,0.215,0.219,0.125,0,0,0,0,0,0.166999999999987,0.0200000000000015,0.0110000000000002,0.136,1.44051437445114e-14,0,0,0,0,0,0.334000000000004,0.149373881932015,0.0212765957446824,0.0131264916467783,0.225165562913907,2.88102874890211e-14,NA,NA,NA,NA,NA,0.408942532237411
"3",1,2,1,1,2,2,0.15,4073.5640580228,1006.25262808659,3067.31142993618,1025.41128985316,180.284807253495,845.126482599662,5098.97534787596,1186.53743534008,3912.43791253584,0.412749999999864,0.218000000000152,0.208,0.0560000000000001,0.105249999999984,0,0,0,0,0,0.174999999999998,0.247000000000001,0.208,0.245000000000001,0.125,0,0,0,0,0,0.237749999999866,0.028999999999849,3.05311331771918e-16,0.189000000000001,0.0197500000000163,0,0,0,0,0,0.475499999999732,0.202254359846807,0.031182795698752,3.66960735302786e-16,0.313953488372093,0.0428881650380404,NA,NA,NA,NA,NA,0.590278808955694
"4",1,2,1,1,2,2,0.2,4083.17597777656,1012.37015654263,3070.80582123391,1008.08237630584,193.747846452394,814.334529853442,5091.2583540824,1206.11800299503,3885.14035108735,0.459,0.21,0.212,0.03,0.0889999999999999,0,0,0,0,0,0.150999999999997,0.249000000000001,0.213000000000147,0.242999999999855,0.144,0,0,0,0,0,0.308000000000003,0.0390000000000015,0.00100000000014608,0.212999999999855,0.0550000000000005,0,0,0,0,0,0.616000000000006,0.252459016393446,0.0424836601307205,0.00117647058840674,0.390109890109832,0.118025751072962,NA,NA,NA,NA,NA,0.804254788295367
"5",1,2,1,1,2,2,0.25,4090.32788753607,1017.61907587176,3072.70881166433,995.478888598139,204.569777932484,790.909110665655,5085.80677613421,1222.18885380425,3863.61792232998,0.504999999999964,0.21,0.214,0.00800000000000001,0.0630000000000362,0,0,0,0,0,0.141999999999998,0.243000000000001,0.214,0.236,0.165,0,0,0,0,0,0.362999999999966,0.0330000000000015,2.4980018054066e-16,0.228,0.101999999999964,0,0,0,0,0,0.725999999999932,0.280525502318383,0.0364238410596042,2.91822640818528e-16,0.467213114754098,0.223684210526201,NA,NA,NA,NA,NA,1.00784666865829
"6",1,2,1,1,2,2,0.3,4095.11277630419,1020.74193079293,3074.37084551127,979.395889390823,216.981192597455,762.414696793368,5074.50866569501,1237.72312339039,3836.78554230464,0.557249999999957,0.205,0.195,0,0.0427500000000436,0,0,0,0,0,0.127999999999997,0.235000000000001,0.219,0.229,0.189,0,0,0,0,0,0.429249999999959,0.0300000000000012,0.0240000000000002,0.229,0.146249999999957,0,0,0,0,0,0.858499999999918,0.313206858810644,0.0340909090909105,0.028985507246377,0.5,0.315533980582371,NA,NA,NA,NA,NA,1.1918172557303
"7",1,2,1,1,2,2,0.35,4097.47734269516,1022.42308070227,3075.05426199289,968.011231764796,226.4795426663,741.531689098496,5065.48857445995,1248.90262336857,3816.58595109139,0.605999999999932,0.206,0.174,0,0.0140000000000681,0,0,0,0,0,0.117,0.231000000000003,0.211999999999996,0.230000000000001,0.210000000000001,0,0,0,0,0,0.488999999999933,0.0250000000000036,0.0379999999999957,0.230000000000001,0.195999999999933,0,0,0,0,0,0.977999999999865,0.338174273858907,0.028604118993139,0.049222797927456,0.5,0.437499999999715,NA,NA,NA,NA,NA,1.35350119077922
"8",1,2,1,1,2,2,0.4,4097.74363466755,1022.60117950817,3075.14245515937,962.137062426686,233.472329967099,728.664732459586,5059.88069709424,1256.07350947527,3803.80718761896,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0,0.524,0.0189999999999997,0.0549999999999999,0.231,0.219,0,0,0,0,0,1.048,0.353099730458221,0.0218390804597698,0.0737265415549596,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
"9",1,2,1,1,2,2,0.45,4097.74363466755,1022.60117950817,3075.14245515937,962.137062426686,233.472329967099,728.664732459586,5059.88069709424,1256.07350947527,3803.80718761896,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0,0.524,0.019,0.055,0.231,0.219,0,0,0,0,0,1.048,0.353099730458221,0.0218390804597701,0.0737265415549598,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
"10",1,2,1,1,2,2,0.5,4097.74363466755,1022.60117950817,3075.14245515937,962.137062426686,233.472329967099,728.664732459586,5059.88069709424,1256.07350947527,3803.80718761896,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0,0.524,0.0189999999999999,0.0549999999999999,0.231,0.219,0,0,0,0,0,1.048,0.353099730458221,0.02183908045977,0.0737265415549597,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
