"","c1","c2","c3","a1","a2","a3","delta","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1_1","alp1_2","alp1_3","alp1_4","alp1_5","alp1_6","alp1_7","alp1_8","alp1_9","alp1_10","alp2_1","alp2_2","alp2_3","alp2_4","alp2_5","alp2_6","alp2_7","alp2_8","alp2_9","alp2_10","alp12_diff_1","alp12_diff_2","alp12_diff_3","alp12_diff_4","alp12_diff_5","alp12_diff_6","alp12_diff_7","alp12_diff_8","alp12_diff_9","alp12_diff_10","alp_diff","gini_coef1","gini_coef2","gini_coef3","gini_coef4","gini_coef5","gini_coef6","gini_coef7","gini_coef8","gini_coef9","gini_coef10","gini"
"1",1,2,1,1,1,1,0.05,2614.58129100871,717.543386013522,1897.03790499521,683.297907697174,108.400258070503,574.897649626671,3297.87919870589,825.943644084024,2471.93555462188,0.344999999999694,0.220000000000096,0.200000000000255,0.119,0.115999999999955,0,0,0,0,0,0.250999999999746,0.238000000000064,0.22100000000019,0.174000000000045,0.115999999999955,0,0,0,0,0,0.0939999999999478,0.0179999999999677,0.0209999999999345,0.0550000000000449,2.77555756156289e-17,0,0,0,0,0,0.187999999999895,0.0788590604027149,0.019650655021792,0.024940617577093,0.0938566552901645,5.9818050895775e-17,NA,NA,NA,NA,NA,0.217306988291764
"2",1,2,1,1,1,1,0.1,2625.66936784413,724.384117201089,1901.28525064307,675.09102243848,118.761938192837,556.329084245643,3300.76039028261,843.146055393926,2457.61433488871,0.388000000000016,0.216999999999947,0.207000000000001,0.0840000000000001,0.104000000000036,0,0,0,0,0,0.218,0.239,0.222999999999999,0.215999999999965,0.104000000000036,0,0,0,0,0,0.170000000000016,0.0220000000000531,0.0159999999999979,0.131999999999965,1.38777878078145e-17,0,0,0,0,0,0.340000000000032,0.14026402640265,0.0241228070176049,0.0186046511627882,0.219999999999967,3.33600668456964e-17,NA,NA,NA,NA,NA,0.40299148458301
"3",1,2,1,1,1,1,0.15,2634.55874898207,729.333921346762,1905.22482763531,662.553673376942,127.252730445839,535.300942931102,3297.11242235901,856.586651792601,2440.52577056642,0.42999999999998,0.213,0.2,0.0670000000000001,0.0900000000000211,0,0,0,0,0,0.187,0.245,0.214,0.24,0.114,0,0,0,0,0,0.24299999999998,0.0319999999999999,0.0139999999999997,0.173,0.023999999999979,0,0,0,0,0,0.485999999999959,0.196920583468386,0.0349344978165938,0.0169082125603861,0.281758957654723,0.058823529411707,NA,NA,NA,NA,NA,0.589345780911796
"4",1,2,1,1,1,1,0.2,2641.65723050545,733.98458621105,1907.67264429441,655.41940435162,136.450297743144,518.969106608475,3297.07663485707,870.434883954194,2426.64175090289,0.477249999999972,0.203,0.207000000000001,0.0419999999999999,0.0707500000000276,0,0,0,0,0,0.164,0.251,0.207999999999999,0.249000000000001,0.128,0,0,0,0,0,0.313249999999972,0.0479999999999999,0.000999999999998197,0.207000000000001,0.0572499999999723,0,0,0,0,0,0.626499999999943,0.244249512670554,0.0528634361233478,0.00120481927710626,0.355670103092784,0.144025157232615,NA,NA,NA,NA,NA,0.798013028396407
"5",1,2,1,1,1,1,0.25,2647.0890140139,737.47605929129,1909.61295472261,644.955301192895,145.251988550809,499.703312642086,3292.04431520679,882.728047842099,2409.3162673647,0.516749999999965,0.208,0.205,0.018,0.0522500000000352,0,0,0,0,0,0.146,0.25,0.211,0.238,0.155,0,0,0,0,0,0.370749999999965,0.042,0.00600000000000001,0.22,0.102749999999965,0,0,0,0,0,0.74149999999993,0.279705771407005,0.0458515283842795,0.00721153846153847,0.4296875,0.247889022919053,NA,NA,NA,NA,NA,1.01034536117188
"6",1,2,1,1,1,1,0.3,2650.73279456691,739.72413444394,1911.00866012298,632.032818948234,152.110894312164,479.92192463607,3282.76561351515,891.835028756105,2390.93058475905,0.556249999999958,0.210000000000001,0.202000000000001,0,0.0317500000000414,0,0,0,0,0,0.13,0.242,0.215999999999999,0.231000000000001,0.181,0,0,0,0,0,0.426249999999957,0.0319999999999997,0.0139999999999982,0.231000000000001,0.149249999999958,0,0,0,0,0,0.852499999999914,0.310564663023667,0.0353982300884952,0.0167464114832514,0.5,0.350763807285381,NA,NA,NA,NA,NA,1.21347311188079
"7",1,2,1,1,1,1,0.35,2652.57733295319,740.893141106949,1911.68419184623,623.289875134207,161.143550285271,462.146324848936,3275.8672080874,902.03669139222,2373.83051669517,0.608249999999983,0.204000000000028,0.175,0,0.0127499999999976,0,0,0,0,0,0.116999999999996,0.232000000000007,0.212999999999992,0.230000000000001,0.208000000000004,0,0,0,0,0,0.491249999999987,0.0279999999999792,0.0379999999999919,0.230000000000001,0.195250000000007,0,0,0,0,0,0.982499999999965,0.338676318510859,0.0321100917430929,0.048969072164939,0.5,0.4422423556059,NA,NA,NA,NA,NA,1.36199783802479
"8",1,2,1,1,1,1,0.4,2652.78534072125,741.026796316146,1911.7585444051,618.810339970447,166.306247666519,452.504092303927,3271.5956806917,907.333043982665,2364.26263670903,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219000000000001,0,0,0,0,0,0.523999999999999,0.0189999999999998,0.0549999999999999,0.231,0.219000000000001,0,0,0,0,0,1.048,0.353099730458221,0.0218390804597699,0.0737265415549595,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
"9",1,2,1,1,1,1,0.45,2652.78534072125,741.026796316146,1911.7585444051,618.810339970447,166.306247666519,452.504092303927,3271.5956806917,907.333043982665,2364.26263670903,0.632999999999999,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0,0.523999999999999,0.0189999999999997,0.0550000000000004,0.231,0.219,0,0,0,0,0,1.048,0.353099730458221,0.0218390804597698,0.0737265415549602,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
"10",1,2,1,1,1,1,0.5,2652.78534072125,741.026796316146,1911.7585444051,618.810339970447,166.306247666519,452.504092303927,3271.5956806917,907.333043982665,2364.26263670903,0.633,0.208,0.159,0,0,0,0,0,0,0,0.109,0.227,0.214,0.231,0.219,0,0,0,0,0,0.524,0.019,0.055,0.231,0.219,0,0,0,0,0,1.048,0.353099730458221,0.0218390804597701,0.0737265415549597,0.5,0.5,NA,NA,NA,NA,NA,1.44866535247295
